Region,Soil_Type,Start_Season,Number_of_Seasons,Crop1,Crop2,Crop3,Yield_t_per_ha,Carbon_Sequestration_kg_CO2
Rajasthan,Arid Sandy,Rabi,3,Mustard,Cucumber,Cotton,2.41,233.95
Rajasthan,Arid Sandy,Kharif,2,Cotton,Chickpea,,1.87,242.36
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Soybean,2.95,274.14
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,1.76,211.38
West Bengal,Laterite,Zaid,3,Bottle Gourd,Maize,Mustard,2.97,238.79
Punjab,Alluvial,Zaid,2,Cucumber,Cotton,,3.49,203.98
Maharashtra,Black,Zaid,2,Watermelon,Rice,,4.48,204.41
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Soybean,2.76,249.66
Maharashtra,Black,Zaid,3,Watermelon,Groundnut,Mustard,3.09,252.31
Maharashtra,Black,Kharif,3,Maize,Mustard,Okra,2.89,230.55
West Bengal,Laterite,Kharif,2,Cotton,Chickpea,,2.25,224.13
Maharashtra,Black,Rabi,2,Barley,Watermelon,,3.17,184.52
Rajasthan,Arid Sandy,Kharif,3,Groundnut,Mustard,Cucumber,3.05,278.54
Punjab,Alluvial,Rabi,2,Barley,Bottle Gourd,,2.81,175.15
Maharashtra,Black,Rabi,2,Peas,Bottle Gourd,,3.11,212.24
Maharashtra,Black,Kharif,3,Maize,Mustard,Cucumber,2.45,222.02
Punjab,Alluvial,Kharif,3,Maize,Mustard,Cucumber,2.84,231.57
Maharashtra,Black,Rabi,2,Barley,Watermelon,,2.7,172.31
Tamil Nadu,Red,Rabi,3,Mustard,Cucumber,Cotton,2.5,203.9
Maharashtra,Black,Rabi,3,Chickpea,Bottle Gourd,Maize,3,274.47
Punjab,Alluvial,Zaid,2,Bottle Gourd,Maize,,3.97,169.17
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Cucumber,2.22,245.97
Maharashtra,Black,Kharif,3,Maize,Mustard,Okra,2.37,231.65
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.33,167.14
West Bengal,Laterite,Kharif,2,Maize,Mustard,,1.88,167.64
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Okra,2.05,243.18
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,2.56,202.17
Maharashtra,Black,Zaid,3,Bottle Gourd,Rice,Mustard,3.11,198.5
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.13,160.17
Punjab,Alluvial,Rabi,2,Mustard,Okra,,2.13,192.44
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Chickpea,2.9,252.5
Rajasthan,Arid Sandy,Rabi,2,Peas,Watermelon,,2.69,246.55
Rajasthan,Arid Sandy,Rabi,2,Barley,Bottle Gourd,,3.08,162.13
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,3.98,207.09
Rajasthan,Arid Sandy,Rabi,3,Peas,Watermelon,Maize,2.94,246.66
West Bengal,Laterite,Kharif,2,Maize,Mustard,,2.51,196.47
West Bengal,Laterite,Rabi,3,Chickpea,Watermelon,Maize,2.81,245.43
Rajasthan,Arid Sandy,Rabi,3,Wheat,Bottle Gourd,Soybean,3.26,286.86
Rajasthan,Arid Sandy,Kharif,3,Rice,Mustard,Cucumber,3.4,224.03
Maharashtra,Black,Rabi,3,Peas,Bottle Gourd,Rice,3.31,278.17
West Bengal,Laterite,Zaid,2,Bottle Gourd,Rice,,3.09,203.11
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,2.79,170.65
Punjab,Alluvial,Rabi,3,Chickpea,Watermelon,Maize,2.79,280.12
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.94,217.91
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Wheat,2.97,227.78
Maharashtra,Black,Rabi,3,Peas,Watermelon,Rice,3.66,258.12
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Rice,,4.92,188.34
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Okra,3.18,195.55
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Peas,2.75,284.55
Rajasthan,Arid Sandy,Kharif,3,Cotton,Barley,Watermelon,2.91,205.93
Maharashtra,Black,Kharif,2,Cotton,Peas,,1.94,212.02
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,2.87,191.21
West Bengal,Laterite,Kharif,3,Soybean,Mustard,Cucumber,2.48,274.84
Tamil Nadu,Red,Rabi,3,Peas,Watermelon,Rice,3.6,264.44
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Okra,2.66,202.15
Maharashtra,Black,Rabi,2,Mustard,Okra,,2.81,160.48
Punjab,Alluvial,Zaid,3,Bottle Gourd,Maize,Mustard,2.97,220.63
Punjab,Alluvial,Kharif,2,Rice,Mustard,,2.76,170.51
Punjab,Alluvial,Rabi,3,Chickpea,Bottle Gourd,Maize,3.31,275.31
Rajasthan,Arid Sandy,Rabi,2,Peas,Bottle Gourd,,2.51,258.71
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.58,197.81
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.6,281.22
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.05,163.14
Tamil Nadu,Red,Zaid,2,Watermelon,Rice,,4.52,182.3
Punjab,Alluvial,Rabi,3,Chickpea,Bottle Gourd,Maize,2.97,280.55
Tamil Nadu,Red,Rabi,3,Peas,Watermelon,Rice,3.04,260.49
Rajasthan,Arid Sandy,Rabi,3,Peas,Watermelon,Maize,3.11,287.48
Maharashtra,Black,Rabi,3,Mustard,Cucumber,Cotton,2.72,198.64
West Bengal,Laterite,Kharif,2,Rice,Mustard,,2.51,176.87
Punjab,Alluvial,Rabi,3,Mustard,Cucumber,Cotton,2.53,211.64
Maharashtra,Black,Rabi,2,Barley,Bottle Gourd,,2.86,183.84
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,2.29,210.65
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,3.15,166.09
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Barley,2.85,212.35
Rajasthan,Arid Sandy,Kharif,2,Cotton,Barley,,2.79,191.69
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Rice,4.01,268.61
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Soybean,Mustard,2.32,266.46
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.95,247.15
Punjab,Alluvial,Rabi,2,Mustard,Okra,,2.6,184.13
Maharashtra,Black,Rabi,3,Peas,Watermelon,Rice,3.71,269.88
Punjab,Alluvial,Rabi,2,Mustard,Cucumber,,2.58,195.03
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.84,259.65
West Bengal,Laterite,Rabi,3,Wheat,Watermelon,Groundnut,3.33,248.15
Maharashtra,Black,Rabi,2,Wheat,Bottle Gourd,,3.87,178.44
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.69,241.73
Tamil Nadu,Red,Rabi,2,Chickpea,Bottle Gourd,,3.37,234.83
Punjab,Alluvial,Kharif,2,Rice,Mustard,,3.04,197.73
Tamil Nadu,Red,Rabi,2,Peas,Watermelon,,3.13,237.26
Maharashtra,Black,Rabi,2,Wheat,Watermelon,,2.97,194.18
Punjab,Alluvial,Kharif,2,Soybean,Mustard,,1.67,257.5
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Chickpea,2.56,273.48
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Maize,,3.44,189.14
Punjab,Alluvial,Rabi,2,Chickpea,Watermelon,,3.61,229.86
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.14,167.99
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Peas,2.92,262.58
Maharashtra,Black,Kharif,2,Soybean,Mustard,,2.18,220.01
West Bengal,Laterite,Rabi,3,Peas,Bottle Gourd,Rice,3.37,265.55
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.33,179.43
Tamil Nadu,Red,Rabi,3,Chickpea,Bottle Gourd,Maize,3.21,273.35
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.91,207.34
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Rice,2.77,261.16
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Cucumber,2.6,253.14
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.39,221.74
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Chickpea,2.42,259.88
Rajasthan,Arid Sandy,Kharif,2,Soybean,Mustard,,1.99,258.65
West Bengal,Laterite,Kharif,2,Cotton,Peas,,1.93,223.36
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.87,238.16
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Groundnut,3.43,285.09
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,2.95,178.61
Tamil Nadu,Red,Rabi,2,Peas,Watermelon,,2.92,240.11
Maharashtra,Black,Rabi,3,Peas,Watermelon,Rice,3.45,289.14
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,2.11,259.53
West Bengal,Laterite,Kharif,2,Groundnut,Mustard,,1.95,257.11
Maharashtra,Black,Zaid,3,Watermelon,Rice,Mustard,3.55,209.75
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Okra,2.53,284.76
Maharashtra,Black,Zaid,2,Bottle Gourd,Groundnut,,2.68,257.51
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.27,198.8
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Cucumber,2.4,269.88
Tamil Nadu,Red,Rabi,3,Mustard,Cucumber,Cotton,2.89,219.67
Rajasthan,Arid Sandy,Kharif,3,Cotton,Peas,Bottle Gourd,2.73,277.65
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Maize,3.06,263.74
West Bengal,Laterite,Kharif,2,Maize,Mustard,,2.38,172.07
Rajasthan,Arid Sandy,Kharif,3,Cotton,Chickpea,Bottle Gourd,2.78,269.67
Punjab,Alluvial,Zaid,3,Bottle Gourd,Maize,Mustard,2.88,216.78
Punjab,Alluvial,Rabi,2,Chickpea,Watermelon,,3.03,252.68
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Rice,3.07,252.45
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Rice,,3.55,203.28
West Bengal,Laterite,Rabi,2,Peas,Bottle Gourd,,2.42,247.02
West Bengal,Laterite,Zaid,2,Watermelon,Groundnut,,3.31,211.03
West Bengal,Laterite,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.42,243.35
Punjab,Alluvial,Rabi,3,Peas,Watermelon,Rice,3.51,248.1
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.82,258.54
Maharashtra,Black,Zaid,3,Bottle Gourd,Rice,Mustard,2.88,209.54
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.54,204.02
Maharashtra,Black,Rabi,2,Peas,Bottle Gourd,,2.79,233.94
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Okra,2.42,278.03
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Peas,2.61,256.02
Rajasthan,Arid Sandy,Kharif,2,Cotton,Chickpea,,2.17,221.24
West Bengal,Laterite,Zaid,3,Watermelon,Rice,Mustard,3.3,225.22
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,2.95,200.34
Tamil Nadu,Red,Rabi,3,Barley,Watermelon,Groundnut,3.49,274.76
West Bengal,Laterite,Zaid,2,Watermelon,Soybean,,2.61,227.12
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,3.62,189.72
Tamil Nadu,Red,Rabi,2,Barley,Watermelon,,3.39,193.48
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.17,187.14
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Okra,2.77,250.29
Tamil Nadu,Red,Kharif,3,Cotton,Barley,Watermelon,2.89,216.87
Maharashtra,Black,Rabi,2,Barley,Bottle Gourd,,3.8,209.19
Punjab,Alluvial,Kharif,2,Cotton,Chickpea,,2.22,239.18
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Cucumber,2.22,246.15
Punjab,Alluvial,Kharif,2,Cotton,Wheat,,2.45,199.19
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,1.79,241.22
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Barley,2.69,198.59
Rajasthan,Arid Sandy,Kharif,2,Maize,Mustard,,2.47,208.7
Rajasthan,Arid Sandy,Kharif,2,Maize,Mustard,,2.21,168.28
Maharashtra,Black,Kharif,3,Rice,Mustard,Okra,3.12,232.48
Rajasthan,Arid Sandy,Kharif,2,Rice,Mustard,,2.65,167.52
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Soybean,Mustard,2.94,266.2
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Cucumber,2.9,270.05
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Cucumber,2.93,234.92
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Maize,Mustard,2.94,207.26
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Cucumber,2.18,258.33
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.68,189.96
Maharashtra,Black,Kharif,3,Cotton,Wheat,Bottle Gourd,2.83,224.77
Punjab,Alluvial,Rabi,2,Chickpea,Watermelon,,2.93,252.93
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.46,253.59
West Bengal,Laterite,Kharif,2,Cotton,Chickpea,,2.43,221.81
Maharashtra,Black,Zaid,2,Bottle Gourd,Rice,,3.86,186.7
Punjab,Alluvial,Rabi,2,Barley,Bottle Gourd,,3.65,179.69
Maharashtra,Black,Kharif,3,Maize,Mustard,Okra,2.86,203.96
Maharashtra,Black,Rabi,2,Wheat,Bottle Gourd,,3.46,162.11
Rajasthan,Arid Sandy,Kharif,2,Cotton,Chickpea,,2.09,247.71
West Bengal,Laterite,Zaid,3,Watermelon,Soybean,Mustard,2.81,265.16
Rajasthan,Arid Sandy,Kharif,2,Maize,Mustard,,2.35,174.92
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Maize,3,250.78
Maharashtra,Black,Rabi,2,Barley,Watermelon,,2.64,171.35
Rajasthan,Arid Sandy,Rabi,3,Peas,Watermelon,Maize,2.63,287.98
Maharashtra,Black,Kharif,2,Cotton,Peas,,1.7,229.33
Rajasthan,Arid Sandy,Kharif,3,Cotton,Chickpea,Bottle Gourd,2.93,257.62
Maharashtra,Black,Rabi,2,Wheat,Bottle Gourd,,3.56,173.48
Punjab,Alluvial,Zaid,2,Cucumber,Cotton,,2.87,190.65
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Wheat,3.36,227.92
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Maize,,3.87,193.03
Maharashtra,Black,Kharif,2,Groundnut,Mustard,,1.83,212.2
Punjab,Alluvial,Kharif,2,Soybean,Mustard,,1.89,217.58
Punjab,Alluvial,Kharif,2,Rice,Mustard,,3.07,170.95
Maharashtra,Black,Zaid,3,Bottle Gourd,Rice,Mustard,3.31,208.61
Rajasthan,Arid Sandy,Rabi,3,Barley,Bottle Gourd,Groundnut,3.28,280.75
Rajasthan,Arid Sandy,Rabi,3,Barley,Watermelon,Groundnut,3.6,269.58
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,2.24,257.81
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.03,238.33
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.59,198.75
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Maize,2.87,245.91
Maharashtra,Black,Rabi,3,Peas,Bottle Gourd,Maize,2.67,280.23
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Okra,2.33,247.5
Rajasthan,Arid Sandy,Rabi,2,Mustard,Okra,,1.98,166.67
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Rice,Mustard,3.17,219.14
Maharashtra,Black,Rabi,3,Wheat,Watermelon,Groundnut,3.48,254.22
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,2.81,168.14
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Maize,3.4,286.52
Maharashtra,Black,Rabi,2,Mustard,Okra,,2.32,165.89
Punjab,Alluvial,Rabi,2,Mustard,Okra,,2.21,176
Maharashtra,Black,Zaid,3,Watermelon,Groundnut,Mustard,3.24,276.47
Tamil Nadu,Red,Zaid,2,Watermelon,Rice,,3.75,177.25
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Cucumber,2.83,283.13
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Okra,2.5,260.79
Rajasthan,Arid Sandy,Rabi,2,Wheat,Bottle Gourd,,3.47,207.85
Maharashtra,Black,Zaid,2,Watermelon,Rice,,4.44,195.57
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.47,247.39
West Bengal,Laterite,Rabi,3,Chickpea,Bottle Gourd,Maize,3.11,288.21
West Bengal,Laterite,Zaid,3,Watermelon,Rice,Mustard,3.09,229.59
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Bottle Gourd,Maize,2.86,284.58
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Okra,2.4,262.46
Rajasthan,Arid Sandy,Kharif,3,Rice,Mustard,Cucumber,3.62,190.82
Tamil Nadu,Red,Zaid,2,Watermelon,Maize,,3.69,198.98
Punjab,Alluvial,Zaid,3,Bottle Gourd,Soybean,Mustard,2.57,277.47
Tamil Nadu,Red,Kharif,3,Cotton,Chickpea,Bottle Gourd,2.56,244.88
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,4.04,160.17
Maharashtra,Black,Kharif,3,Maize,Mustard,Cucumber,3.04,216.73
West Bengal,Laterite,Kharif,3,Groundnut,Mustard,Okra,2.13,280.33
West Bengal,Laterite,Rabi,2,Chickpea,Bottle Gourd,,2.91,227.11
West Bengal,Laterite,Zaid,2,Watermelon,Soybean,,2.71,249.63
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Okra,2.74,224.87
Maharashtra,Black,Zaid,3,Watermelon,Groundnut,Mustard,2.68,262.65
Punjab,Alluvial,Zaid,3,Bottle Gourd,Soybean,Mustard,2.71,283.1
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,2.09,237.68
West Bengal,Laterite,Zaid,3,Bottle Gourd,Rice,Mustard,3,191.95
Punjab,Alluvial,Kharif,3,Maize,Mustard,Cucumber,3.31,239.07
West Bengal,Laterite,Rabi,2,Peas,Watermelon,,3.02,211.31
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,3.82,202.58
Tamil Nadu,Red,Kharif,2,Cotton,Peas,,1.7,238.82
West Bengal,Laterite,Kharif,2,Rice,Mustard,,2.68,197.74
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Chickpea,2.83,261.01
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.6,160.2
Rajasthan,Arid Sandy,Kharif,3,Cotton,Chickpea,Bottle Gourd,2.7,279.71
Punjab,Alluvial,Rabi,2,Mustard,Okra,,2.11,170.92
Maharashtra,Black,Kharif,2,Soybean,Mustard,,2.14,238.83
Maharashtra,Black,Rabi,2,Wheat,Watermelon,,3.72,169.62
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.42,232.81
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Wheat,3.2,202.65
Maharashtra,Black,Zaid,2,Bottle Gourd,Maize,,2.9,209.91
Punjab,Alluvial,Zaid,2,Watermelon,Maize,,4.14,165.63
Punjab,Alluvial,Zaid,2,Bottle Gourd,Rice,,3.72,182.35
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.47,185.94
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.15,193.29
Maharashtra,Black,Rabi,3,Barley,Watermelon,Soybean,2.68,279.07
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Chickpea,2.34,248.85
Punjab,Alluvial,Rabi,2,Chickpea,Watermelon,,3.33,232.47
Tamil Nadu,Red,Rabi,3,Barley,Bottle Gourd,Groundnut,3.02,251.72
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Bottle Gourd,,3.16,236.1
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Rice,3.37,254.14
Maharashtra,Black,Zaid,2,Watermelon,Rice,,3.2,198.42
West Bengal,Laterite,Rabi,3,Wheat,Watermelon,Soybean,3.25,261.24
Tamil Nadu,Red,Zaid,2,Watermelon,Soybean,,2.61,219.81
Maharashtra,Black,Rabi,2,Barley,Watermelon,,3.04,176.67
Maharashtra,Black,Rabi,2,Wheat,Bottle Gourd,,3.25,180.54
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Okra,2.44,246.79
Maharashtra,Black,Kharif,3,Rice,Mustard,Cucumber,2.64,204.02
West Bengal,Laterite,Rabi,2,Wheat,Watermelon,,3.98,164.68
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Groundnut,,3.54,242.86
Punjab,Alluvial,Rabi,2,Peas,Watermelon,,2.91,221.47
West Bengal,Laterite,Rabi,2,Peas,Watermelon,,3.52,237.81
Maharashtra,Black,Kharif,2,Groundnut,Mustard,,2.01,251.12
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.35,171.28
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.52,174.98
Rajasthan,Arid Sandy,Kharif,2,Maize,Mustard,,2.13,161.76
Maharashtra,Black,Zaid,3,Bottle Gourd,Rice,Mustard,2.65,201.46
Maharashtra,Black,Rabi,3,Peas,Bottle Gourd,Rice,3.31,279.74
Tamil Nadu,Red,Rabi,3,Chickpea,Bottle Gourd,Rice,3.23,263.24
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,2.06,245.62
Maharashtra,Black,Kharif,2,Groundnut,Mustard,,2.1,212.54
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,2.68,166.81
Maharashtra,Black,Kharif,3,Soybean,Mustard,Okra,2.46,265.9
West Bengal,Laterite,Rabi,2,Peas,Bottle Gourd,,2.83,218.23
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,3.92,194.54
Punjab,Alluvial,Kharif,3,Maize,Mustard,Okra,2.9,211.95
West Bengal,Laterite,Zaid,3,Bottle Gourd,Rice,Mustard,3.43,229.73
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Barley,2.69,218.82
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Bottle Gourd,Rice,3.4,279.42
Tamil Nadu,Red,Rabi,3,Wheat,Watermelon,Groundnut,3.01,253.06
Maharashtra,Black,Rabi,3,Barley,Bottle Gourd,Groundnut,2.81,258.89
Punjab,Alluvial,Kharif,3,Maize,Mustard,Okra,2.62,205.51
Maharashtra,Black,Zaid,3,Bottle Gourd,Rice,Mustard,2.65,232.8
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Soybean,2.55,246.12
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Bottle Gourd,,3.22,258.11
Maharashtra,Black,Zaid,3,Watermelon,Maize,Mustard,2.94,193.21
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.87,174.76
Maharashtra,Black,Zaid,3,Watermelon,Soybean,Mustard,2.5,246.53
West Bengal,Laterite,Rabi,2,Wheat,Watermelon,,3.55,183.1
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Maize,2.93,283.67
Maharashtra,Black,Rabi,2,Barley,Watermelon,,3.01,169.58
Punjab,Alluvial,Zaid,2,Watermelon,Groundnut,,3.28,253.15
Punjab,Alluvial,Rabi,2,Chickpea,Bottle Gourd,,2.97,246.27
Maharashtra,Black,Rabi,2,Barley,Bottle Gourd,,3.28,209.66
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.66,169.72
West Bengal,Laterite,Rabi,3,Wheat,Watermelon,Soybean,3.3,275.57
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Rice,Mustard,2.86,214.63
Rajasthan,Arid Sandy,Kharif,2,Rice,Mustard,,2.85,179.47
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Rice,Mustard,2.85,219.3
Tamil Nadu,Red,Rabi,2,Chickpea,Bottle Gourd,,3.22,210.66
Rajasthan,Arid Sandy,Rabi,3,Peas,Watermelon,Maize,3.34,285.4
Punjab,Alluvial,Zaid,2,Watermelon,Soybean,,3.19,254.29
Punjab,Alluvial,Rabi,2,Wheat,Watermelon,,3.19,171.57
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.16,250.78
West Bengal,Laterite,Zaid,2,Bottle Gourd,Maize,,3.37,180.91
Punjab,Alluvial,Rabi,2,Barley,Bottle Gourd,,3.17,197.36
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,2.94,181.77
Punjab,Alluvial,Zaid,2,Bottle Gourd,Maize,,3.73,206.94
Maharashtra,Black,Kharif,2,Cotton,Chickpea,,2.12,250.91
Punjab,Alluvial,Rabi,2,Peas,Bottle Gourd,,3.11,215
Maharashtra,Black,Kharif,3,Cotton,Peas,Bottle Gourd,2.6,268.6
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Maize,Mustard,3.44,238.16
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Cucumber,2.58,283.14
West Bengal,Laterite,Zaid,2,Watermelon,Rice,,3.85,190.73
Punjab,Alluvial,Kharif,2,Cotton,Chickpea,,2,251.11
West Bengal,Laterite,Rabi,2,Barley,Watermelon,,3.96,195.73
Rajasthan,Arid Sandy,Rabi,2,Peas,Watermelon,,3.23,228.79
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Soybean,Mustard,2.48,287.6
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.41,270.94
Maharashtra,Black,Kharif,2,Rice,Mustard,,3.05,171.15
Maharashtra,Black,Rabi,3,Chickpea,Bottle Gourd,Maize,2.78,247.75
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Soybean,3.23,276.22
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,3.35,186.01
West Bengal,Laterite,Kharif,3,Rice,Mustard,Cucumber,3.06,224.76
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.16,261.71
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Cucumber,2.82,240.75
Rajasthan,Arid Sandy,Rabi,2,Mustard,Okra,,2.53,176.84
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.07,199.81
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Rice,Mustard,2.83,232.61
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Rice,Mustard,3.13,200.1
Punjab,Alluvial,Zaid,2,Cucumber,Cotton,,2.33,186.39
West Bengal,Laterite,Zaid,3,Bottle Gourd,Soybean,Mustard,2.7,278.68
West Bengal,Laterite,Kharif,3,Soybean,Mustard,Okra,2.18,240.84
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Maize,3.22,246.99
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Bottle Gourd,,3.08,214.6
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Rice,Mustard,3.36,228.89
Punjab,Alluvial,Rabi,3,Wheat,Bottle Gourd,Soybean,2.89,287.71
Tamil Nadu,Red,Rabi,2,Mustard,Cucumber,,2.87,183.36
Punjab,Alluvial,Rabi,2,Mustard,Okra,,2.18,168.17
Rajasthan,Arid Sandy,Kharif,2,Soybean,Mustard,,2.3,225.89
Rajasthan,Arid Sandy,Rabi,3,Peas,Bottle Gourd,Rice,2.93,254.84
